RowID,OrderID,OrderDate,OrderWeekday,OrderMonth,OrderQuarter,OrderYear,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,AddressID,ProductID,Category,SubCategory,ProductName,SupplierPrice,Quantity,SalePrice,Discount,Profit
9020,CA-2014-100706,2014-12-16,Tue,12,Q4,2014,12/18/2014,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,29,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,45.99,2,99.98,0.0,8.0
6315,CA-2014-100762,2014-11-24,Mon,11,Q4,2014,11/29/2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,31,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",26.59,4,151.92,0.0,45.58
6316,CA-2014-100762,2014-11-24,Mon,11,Q4,2014,11/29/2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,31,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",50.14,2,196.62,0.0,96.34
6317,CA-2014-100762,2014-11-24,Mon,11,Q4,2014,11/29/2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,31,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,24.98,3,144.12,0.0,69.18
6318,CA-2014-100762,2014-11-24,Mon,11,Q4,2014,11/29/2014,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,31,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",3.99,2,15.96,0.0,7.98
9660,CA-2014-100860,2014-03-26,Wed,3,Q1,2014,3/30/2014,Second Class,CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,91767,West,283,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,1.95,5,18.75,0.0,9.0
9462,CA-2014-100867,2014-10-19,Sun,10,Q4,2014,10/24/2014,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,469,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,50.24,6,321.55,0.2,20.1
8464,CA-2014-100881,2014-03-28,Fri,3,Q1,2014,4/1/2014,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,384,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,93.23,3,302.38,0.2,22.68
3888,CA-2014-100895,2014-06-02,Mon,6,Q2,2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,237,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",2.95,2,8.56,0.0,2.65
3890,CA-2014-100895,2014-06-02,Mon,6,Q2,2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,237,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",124.93,2,356.94,0.0,107.08
3889,CA-2014-100895,2014-06-02,Mon,6,Q2,2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,237,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,57.59,3,239.97,0.0,67.19
7573,CA-2014-100916,2014-10-21,Tue,10,Q4,2014,10/26/2014,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,390,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,119.74,4,591.32,0.0,112.35
7574,CA-2014-100916,2014-10-21,Tue,10,Q4,2014,10/26/2014,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,390,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,1.96,1,2.84,0.0,0.88
7572,CA-2014-100916,2014-10-21,Tue,10,Q4,2014,10/26/2014,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,390,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",36.99,5,194.7,0.0,9.74
7868,CA-2014-100972,2014-11-19,Wed,11,Q4,2014,11/24/2014,Second Class,DB-13360,Dennis Bolton,Home Office,United States,Salt Lake City,Utah,84106,West,364,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,28.85,3,166.44,0.0,79.89
6252,CA-2014-101147,2014-12-02,Tue,12,Q4,2014,12/4/2014,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,37,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,8.74,1,2.39,0.8,-6.34
4565,CA-2014-101175,2014-12-09,Tue,12,Q4,2014,12/14/2014,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,155,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.99,6,100.7,0.2,-1.26
6170,CA-2014-101266,2014-08-27,Wed,8,Q3,2014,8/30/2014,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,22153,South,29,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,3.47,2,13.36,0.0,6.41
9724,CA-2014-101364,2014-12-22,Mon,12,Q4,2014,12/26/2014,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,165,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',15.12,13,296.71,0.2,100.14
8091,CA-2014-101392,2014-12-07,Sun,12,Q4,2014,12/13/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,6,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,28.48,7,269.36,0.0,70.03
8690,CA-2014-101427,2014-12-26,Fri,12,Q4,2014,12/30/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,12,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2.3,3,8.02,0.2,1.1
6850,CA-2014-101462,2014-04-20,Sun,4,Q2,2014,4/25/2014,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,63,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",8.09,4,59.92,0.0,27.56
428,CA-2014-101476,2014-09-12,Fri,9,Q3,2014,9/13/2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,132,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",39.89,1,69.99,0.0,30.1
5193,CA-2014-101560,2014-11-28,Fri,11,Q4,2014,12/1/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,38,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,70.77,5,397.6,0.0,43.74
5195,CA-2014-101560,2014-11-28,Fri,11,Q4,2014,12/1/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,38,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.2,4,13.12,0.0,4.33
5196,CA-2014-101560,2014-11-28,Fri,11,Q4,2014,12/1/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,38,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7.76,3,45.66,0.0,22.37
5194,CA-2014-101560,2014-11-28,Fri,11,Q4,2014,12/1/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,38,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,6.51,7,85.96,0.0,40.4
1576,CA-2014-101602,2014-12-15,Mon,12,Q4,2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,295,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",157.02,5,763.28,0.3,-21.81
1575,CA-2014-101602,2014-12-15,Mon,12,Q4,2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,295,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,16.61,3,40.68,0.2,-9.15
5480,CA-2014-101770,2014-03-31,Mon,3,Q1,2014,4/4/2014,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,124,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,3.18,1,1.87,0.7,-1.31
9461,CA-2014-101833,2014-11-17,Mon,11,Q4,2014,11/22/2014,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,24,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,5.74,3,34.44,0.0,17.22
3846,CA-2014-101931,2014-10-28,Tue,10,Q4,2014,10/31/2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,14,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,108.88,6,617.0,0.15,-36.29
3843,CA-2014-101931,2014-10-28,Tue,10,Q4,2014,10/31/2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,14,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.47,2,7.18,0.2,2.24
3847,CA-2014-101931,2014-10-28,Tue,10,Q4,2014,10/31/2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,14,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,20.64,5,141.4,0.0,38.18
3845,CA-2014-101931,2014-10-28,Tue,10,Q4,2014,10/31/2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,14,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,233.16,2,480.74,0.0,14.42
3844,CA-2014-101931,2014-10-28,Tue,10,Q4,2014,10/31/2014,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,14,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,3.11,2,6.28,0.0,0.06
1791,CA-2014-102008,2014-09-30,Tue,9,Q3,2014,10/4/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,165,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,24.47,1,48.94,0.0,24.47
4948,CA-2014-102085,2014-10-04,Sat,10,Q4,2014,10/9/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,61,OFF-LA-10002475,Office Supplies,Labels,Avery 519,3.87,4,29.24,0.0,13.74
3402,CA-2014-102274,2014-11-21,Fri,11,Q4,2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,127,OFF-AR-10002833,Office Supplies,Art,Newell 322,1.33,3,5.46,0.0,1.47
3400,CA-2014-102274,2014-11-21,Fri,11,Q4,2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,127,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,54.52,6,629.1,0.0,301.97
3401,CA-2014-102274,2014-11-21,Fri,11,Q4,2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,127,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,61.42,3,193.95,0.0,9.7
3399,CA-2014-102274,2014-11-21,Fri,11,Q4,2014,11/26/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,127,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",27.0,1,36.99,0.0,9.99
2367,CA-2014-102295,2014-11-24,Mon,11,Q4,2014,11/26/2014,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,380,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",138.82,1,120.71,0.2,-18.11
7693,CA-2014-102330,2014-12-29,Mon,12,Q4,2014,1/3/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,91,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,7.4,6,88.8,0.0,44.4
7694,CA-2014-102330,2014-12-29,Mon,12,Q4,2014,1/3/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,91,TEC-PH-10001051,Technology,Phones,HTC One,70.99,4,319.97,0.2,36.0
9156,CA-2014-102645,2014-01-23,Thu,1,Q1,2014,1/28/2014,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,122,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,3.47,6,40.08,0.0,19.24
6016,CA-2014-102652,2014-04-06,Sun,4,Q2,2014,4/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,14,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,38.16,2,91.96,0.0,15.63
6017,CA-2014-102652,2014-04-06,Sun,4,Q2,2014,4/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,14,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2.89,7,33.11,0.0,12.91
6019,CA-2014-102652,2014-04-06,Sun,4,Q2,2014,4/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,14,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,28.85,1,55.48,0.0,26.63
6018,CA-2014-102652,2014-04-06,Sun,4,Q2,2014,4/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,14,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,3.37,3,19.44,0.0,9.33
4067,CA-2014-102673,2014-11-01,Sat,11,Q4,2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,44,OFF-AR-10000634,Office Supplies,Art,Newell 320,3.12,3,10.27,0.2,0.9
4066,CA-2014-102673,2014-11-01,Sat,11,Q4,2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,44,OFF-FA-10003021,Office Supplies,Fasteners,Staples,1.22,5,7.52,0.2,1.41
4068,CA-2014-102673,2014-11-01,Sat,11,Q4,2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,44,OFF-LA-10001771,Office Supplies,Labels,Avery 513,2.69,12,47.81,0.2,15.54
4069,CA-2014-102673,2014-11-01,Sat,11,Q4,2014,11/5/2014,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,44,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,96.52,9,978.84,0.2,110.12
3599,CA-2014-102869,2014-09-09,Tue,9,Q3,2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,12,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",4.15,3,17.47,0.2,5.02
3597,CA-2014-102869,2014-09-09,Tue,9,Q3,2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,12,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,3.37,3,15.55,0.2,5.44
3598,CA-2014-102869,2014-09-09,Tue,9,Q3,2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,12,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,11.59,6,64.7,0.2,-4.85
3600,CA-2014-102869,2014-09-09,Tue,9,Q3,2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,12,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,167.14,1,135.52,0.4,-31.62
3280,CA-2014-102988,2014-04-05,Sat,4,Q2,2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,213,OFF-AR-10000127,Office Supplies,Art,Newell 321,2.33,7,22.96,0.0,6.66
3277,CA-2014-102988,2014-04-05,Sat,4,Q2,2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,213,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.2,7,22.96,0.0,7.58
3279,CA-2014-102988,2014-04-05,Sat,4,Q2,2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,213,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,3.3,2,12.96,0.0,6.35
3281,CA-2014-102988,2014-04-05,Sat,4,Q2,2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,213,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,816.15,5,4164.05,0.0,83.28
3278,CA-2014-102988,2014-04-05,Sat,4,Q2,2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,213,TEC-PH-10001615,Technology,Phones,AT&T CL82213,20.58,1,28.99,0.0,8.41
7411,CA-2014-103058,2014-07-23,Wed,7,Q3,2014,7/24/2014,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,165,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,45.99,2,99.98,0.0,8.0
9558,CA-2014-103086,2014-10-17,Fri,10,Q4,2014,10/19/2014,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,15,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3.45,2,5.31,0.6,-1.59
4284,CA-2014-103100,2014-12-20,Sat,12,Q4,2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,305,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,202.39,3,1103.97,0.0,496.79
4283,CA-2014-103100,2014-12-20,Sat,12,Q4,2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,305,OFF-LA-10003720,Office Supplies,Labels,Avery 487,1.96,1,3.69,0.0,1.73
5725,CA-2014-103191,2014-09-22,Mon,9,Q3,2014,9/27/2014,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,156,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",138.14,3,331.54,0.2,-82.88
8138,CA-2014-103219,2014-11-09,Sun,11,Q4,2014,11/13/2014,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,46,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",3.89,9,56.52,0.0,21.48
9200,CA-2014-103310,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,59,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,224.69,1,256.78,0.2,32.1
9197,CA-2014-103310,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,59,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,10.39,2,39.96,0.0,19.18
9199,CA-2014-103310,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,59,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,4.99,6,41.04,0.0,11.08
9198,CA-2014-103310,2014-05-10,Sat,5,Q2,2014,5/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,59,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,261.34,5,1432.0,0.2,125.3
5437,CA-2014-103317,2014-07-05,Sat,7,Q3,2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,184,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,7.08,2,19.52,0.2,5.37
5439,CA-2014-103317,2014-07-05,Sat,7,Q3,2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,184,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,65.74,3,213.22,0.2,15.99
5438,CA-2014-103317,2014-07-05,Sat,7,Q3,2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,184,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,3.34,5,9.81,0.7,-6.87
5334,CA-2014-103331,2014-08-26,Tue,8,Q3,2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,286,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,1.66,4,10.68,0.0,4.06
5335,CA-2014-103331,2014-08-26,Tue,8,Q3,2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,286,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,2.95,3,17.34,0.0,8.5
5336,CA-2014-103331,2014-08-26,Tue,8,Q3,2014,9/1/2014,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,286,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,1.83,1,3.38,0.0,1.55
1914,CA-2014-103366,2014-01-15,Wed,1,Q1,2014,1/17/2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,237,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,16.79,5,149.95,0.0,65.98
1830,CA-2014-103373,2014-05-18,Sun,5,Q2,2014,5/24/2014,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,178,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,474.38,2,779.8,0.4,-168.96
4499,CA-2014-103401,2014-11-21,Fri,11,Q4,2014,11/26/2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,95,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,3.37,2,12.96,0.0,6.22
7859,CA-2014-103429,2014-05-30,Fri,5,Q2,2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,24,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,52.7,3,235.95,0.0,77.86
